programCode,programName,startDate,endDate,capacity,useYn,description
PRG02072,프로그램 02072,2025-09-04,2025-10-13,45,Y,교육과정 설명 02072
PRG02073,프로그램 02073,2025-09-05,2026-11-04,46,Y,교육과정 설명 02073
PRG02074,프로그램 02074,2025-09-06,2025-10-17,47,Y,교육과정 설명 02074
PRG02075,프로그램 02075,2025-09-07,2026-11-06,48,N,교육과정 설명 02075
PRG02076,프로그램 02076,2025-09-08,2025-10-21,49,Y,교육과정 설명 02076
PRG02077,프로그램 02077,2025-09-09,2026-11-08,50,Y,교육과정 설명 02077
PRG02078,프로그램 02078,2025-09-10,2025-10-25,51,Y,교육과정 설명 02078
PRG02079,프로그램 02079,2025-09-11,2026-11-10,52,Y,교육과정 설명 02079
PRG02080,프로그램 02080,2025-09-12,2025-10-29,53,N,교육과정 설명 02080
PRG02081,프로그램 02081,2025-09-13,2026-11-12,54,Y,교육과정 설명 02081
PRG02082,프로그램 02082,2025-09-14,2025-11-02,55,Y,교육과정 설명 02082
PRG02083,프로그램 02083,2025-09-15,2026-11-14,56,Y,교육과정 설명 02083
PRG02084,프로그램 02084,2025-09-16,2025-11-06,57,Y,교육과정 설명 02084
PRG02085,프로그램 02085,2025-09-17,2026-11-16,58,N,교육과정 설명 02085
PRG02086,프로그램 02086,2025-09-18,2025-11-10,59,Y,교육과정 설명 02086
PRG02087,프로그램 02087,2025-09-19,2026-11-18,60,Y,교육과정 설명 02087
PRG02088,프로그램 02088,2025-09-20,2025-11-14,61,Y,교육과정 설명 02088
PRG02089,프로그램 02089,2025-09-21,2026-11-20,62,Y,교육과정 설명 02089
PRG02090,프로그램 02090,2025-09-22,2025-11-18,63,N,교육과정 설명 02090
PRG02091,프로그램 02091,2025-09-23,2026-11-22,64,Y,교육과정 설명 02091
PRG02092,프로그램 02092,2025-09-24,2025-11-22,65,Y,교육과정 설명 02092
PRG02093,프로그램 02093,2025-09-25,2026-11-24,66,Y,교육과정 설명 02093
PRG02094,프로그램 02094,2025-09-26,2025-11-26,67,Y,교육과정 설명 02094
PRG02095,프로그램 02095,2025-09-27,2026-11-26,68,N,교육과정 설명 02095
PRG02096,프로그램 02096,2025-09-28,2025-11-30,69,Y,교육과정 설명 02096
PRG02097,프로그램 02097,2025-09-29,2026-11-28,70,Y,교육과정 설명 02097
PRG02098,프로그램 02098,2025-09-30,2025-12-04,71,Y,교육과정 설명 02098
PRG02099,프로그램 02099,2025-10-01,2026-11-30,72,Y,교육과정 설명 02099
PRG02100,프로그램 02100,2025-10-02,2025-10-09,73,N,교육과정 설명 02100
PRG02101,프로그램 02101,2025-10-03,2026-12-02,74,Y,교육과정 설명 02101
PRG02102,프로그램 02102,2025-10-04,2025-10-13,75,Y,교육과정 설명 02102
PRG02103,프로그램 02103,2025-10-05,2026-12-04,76,Y,교육과정 설명 02103
PRG02104,프로그램 02104,2025-10-06,2025-10-17,77,Y,교육과정 설명 02104
PRG02105,프로그램 02105,2025-10-07,2026-12-06,78,N,교육과정 설명 02105
PRG02106,프로그램 02106,2025-10-08,2025-10-21,79,Y,교육과정 설명 02106
PRG02107,프로그램 02107,2025-10-09,2026-12-08,80,Y,교육과정 설명 02107
PRG02108,프로그램 02108,2025-10-10,2025-10-25,81,Y,교육과정 설명 02108
PRG02109,프로그램 02109,2025-10-11,2026-12-10,82,Y,교육과정 설명 02109
PRG02110,프로그램 02110,2025-10-12,2025-10-29,83,N,교육과정 설명 02110
PRG02111,프로그램 02111,2025-10-13,2026-12-12,84,Y,교육과정 설명 02111
PRG02112,프로그램 02112,2025-10-14,2025-11-02,85,Y,교육과정 설명 02112
PRG02113,프로그램 02113,2025-10-15,2026-12-14,86,Y,교육과정 설명 02113
PRG02114,프로그램 02114,2025-10-16,2025-11-06,87,Y,교육과정 설명 02114
PRG02115,프로그램 02115,2025-10-17,2026-12-16,88,N,교육과정 설명 02115
PRG02116,프로그램 02116,2025-10-18,2025-11-10,89,Y,교육과정 설명 02116
PRG02117,프로그램 02117,2025-10-19,2026-12-18,90,Y,교육과정 설명 02117
PRG02118,프로그램 02118,2025-10-20,2025-11-14,91,Y,교육과정 설명 02118
PRG02119,프로그램 02119,2025-10-21,2026-12-20,92,Y,교육과정 설명 02119
PRG02120,프로그램 02120,2025-10-22,2025-11-18,93,N,교육과정 설명 02120
PRG02121,프로그램 02121,2025-10-23,2026-12-22,94,Y,교육과정 설명 02121
PRG02122,프로그램 02122,2025-10-24,2025-11-22,95,Y,교육과정 설명 02122
PRG02123,프로그램 02123,2025-10-25,2026-12-24,96,Y,교육과정 설명 02123
PRG02124,프로그램 02124,2025-10-26,2025-11-26,97,Y,교육과정 설명 02124
PRG02125,프로그램 02125,2025-10-27,2026-12-26,98,N,교육과정 설명 02125
PRG02126,프로그램 02126,2025-10-28,2025-11-30,99,Y,교육과정 설명 02126
PRG02127,프로그램 02127,2025-10-29,2026-12-28,100,Y,교육과정 설명 02127
PRG02128,프로그램 02128,2025-10-30,2025-12-04,101,Y,교육과정 설명 02128
PRG02129,프로그램 02129,2025-10-31,2026-12-30,102,Y,교육과정 설명 02129
PRG02130,프로그램 02130,2025-11-01,2025-12-08,103,N,교육과정 설명 02130
PRG02131,프로그램 02131,2025-11-02,2027-01-01,104,Y,교육과정 설명 02131
PRG02132,프로그램 02132,2025-11-03,2025-12-12,105,Y,교육과정 설명 02132
PRG02133,프로그램 02133,2025-11-04,2027-01-03,106,Y,교육과정 설명 02133
PRG02134,프로그램 02134,2025-11-05,2025-12-16,107,Y,교육과정 설명 02134
PRG02135,프로그램 02135,2025-11-06,2027-01-05,108,N,교육과정 설명 02135
PRG02136,프로그램 02136,2025-11-07,2025-12-20,109,Y,교육과정 설명 02136
PRG02137,프로그램 02137,2025-11-08,2027-01-07,110,Y,교육과정 설명 02137
PRG02138,프로그램 02138,2025-11-09,2025-12-24,111,Y,교육과정 설명 02138
PRG02139,프로그램 02139,2025-11-10,2027-01-09,112,Y,교육과정 설명 02139
PRG02140,프로그램 02140,2025-11-11,2025-12-28,113,N,교육과정 설명 02140
PRG02141,프로그램 02141,2025-11-12,2027-01-11,114,Y,교육과정 설명 02141
PRG02142,프로그램 02142,2025-11-13,2026-01-01,115,Y,교육과정 설명 02142
PRG02143,프로그램 02143,2025-11-14,2027-01-13,116,Y,교육과정 설명 02143
PRG02144,프로그램 02144,2025-11-15,2026-01-05,117,Y,교육과정 설명 02144
PRG02145,프로그램 02145,2025-11-16,2027-01-15,118,N,교육과정 설명 02145
PRG02146,프로그램 02146,2025-11-17,2026-01-09,119,Y,교육과정 설명 02146
PRG02147,프로그램 02147,2025-11-18,2027-01-17,120,Y,교육과정 설명 02147
PRG02148,프로그램 02148,2025-11-19,2026-01-13,121,Y,교육과정 설명 02148
PRG02149,프로그램 02149,2025-11-20,2027-01-19,122,Y,교육과정 설명 02149
PRG02150,프로그램 02150,2025-11-21,2026-01-17,123,N,교육과정 설명 02150
PRG02151,프로그램 02151,2025-11-22,2027-01-21,124,Y,교육과정 설명 02151
PRG02152,프로그램 02152,2025-11-23,2026-01-21,125,Y,교육과정 설명 02152
PRG02153,프로그램 02153,2025-11-24,2027-01-23,126,Y,교육과정 설명 02153
PRG02154,프로그램 02154,2025-11-25,2026-01-25,127,Y,교육과정 설명 02154
PRG02155,프로그램 02155,2025-11-26,2027-01-25,128,N,교육과정 설명 02155
PRG02156,프로그램 02156,2025-11-27,2026-01-29,129,Y,교육과정 설명 02156
PRG02157,프로그램 02157,2025-11-28,2027-01-27,130,Y,교육과정 설명 02157
PRG02158,프로그램 02158,2025-11-29,2026-02-02,131,Y,교육과정 설명 02158
PRG02159,프로그램 02159,2025-11-30,2027-01-29,132,Y,교육과정 설명 02159
PRG02160,프로그램 02160,2025-12-01,2025-12-08,133,N,교육과정 설명 02160
PRG02161,프로그램 02161,2025-12-02,2027-01-31,134,Y,교육과정 설명 02161
PRG02162,프로그램 02162,2025-12-03,2025-12-12,135,Y,교육과정 설명 02162
PRG02163,프로그램 02163,2025-12-04,2027-02-02,136,Y,교육과정 설명 02163
PRG02164,프로그램 02164,2025-12-05,2025-12-16,137,Y,교육과정 설명 02164
PRG02165,프로그램 02165,2025-12-06,2027-02-04,138,N,교육과정 설명 02165
PRG02166,프로그램 02166,2025-12-07,2025-12-20,139,Y,교육과정 설명 02166
PRG02167,프로그램 02167,2025-12-08,2027-02-06,140,Y,교육과정 설명 02167
PRG02168,프로그램 02168,2025-12-09,2025-12-24,141,Y,교육과정 설명 02168
PRG02169,프로그램 02169,2025-12-10,2027-02-08,142,Y,교육과정 설명 02169
PRG02170,프로그램 02170,2025-12-11,2025-12-28,143,N,교육과정 설명 02170
PRG02171,프로그램 02171,2025-12-12,2027-02-10,144,Y,교육과정 설명 02171
PRG02172,프로그램 02172,2025-12-13,2026-01-01,145,Y,교육과정 설명 02172
PRG02173,프로그램 02173,2025-12-14,2027-02-12,146,Y,교육과정 설명 02173
PRG02174,프로그램 02174,2025-12-15,2026-01-05,147,Y,교육과정 설명 02174
PRG02175,프로그램 02175,2025-12-16,2027-02-14,148,N,교육과정 설명 02175
PRG02176,프로그램 02176,2025-12-17,2026-01-09,149,Y,교육과정 설명 02176
PRG02177,프로그램 02177,2025-12-18,2027-02-16,150,Y,교육과정 설명 02177
PRG02178,프로그램 02178,2025-12-19,2026-01-13,151,Y,교육과정 설명 02178
PRG02179,프로그램 02179,2025-12-20,2027-02-18,152,Y,교육과정 설명 02179
PRG02180,프로그램 02180,2025-12-21,2026-01-17,153,N,교육과정 설명 02180
PRG02181,프로그램 02181,2025-12-22,2027-02-20,154,Y,교육과정 설명 02181
PRG02182,프로그램 02182,2025-12-23,2026-01-21,155,Y,교육과정 설명 02182
PRG02183,프로그램 02183,2025-12-24,2027-02-22,156,Y,교육과정 설명 02183
PRG02184,프로그램 02184,2025-12-25,2026-01-25,157,Y,교육과정 설명 02184
PRG02185,프로그램 02185,2025-12-26,2027-02-24,158,N,교육과정 설명 02185
PRG02186,프로그램 02186,2025-12-27,2026-01-29,159,Y,교육과정 설명 02186
PRG02187,프로그램 02187,2025-12-28,2027-02-26,160,Y,교육과정 설명 02187
PRG02188,프로그램 02188,2025-12-29,2026-02-02,161,Y,교육과정 설명 02188
PRG02189,프로그램 02189,2025-12-30,2027-02-28,162,Y,교육과정 설명 02189
PRG02190,프로그램 02190,2024-01-01,2025-12-31,163,N,교육과정 설명 02190
PRG02191,프로그램 02191,2024-01-02,2026-03-02,164,Y,교육과정 설명 02191
PRG02192,프로그램 02192,2024-01-03,2025-12-29,165,Y,교육과정 설명 02192
PRG02193,프로그램 02193,2024-01-04,2026-03-04,166,Y,교육과정 설명 02193
PRG02194,프로그램 02194,2024-01-05,2025-12-27,167,Y,교육과정 설명 02194
PRG02195,프로그램 02195,2024-01-06,2026-03-06,168,N,교육과정 설명 02195
PRG02196,프로그램 02196,2024-01-07,2025-12-25,169,Y,교육과정 설명 02196
PRG02197,프로그램 02197,2024-01-08,2026-03-08,170,Y,교육과정 설명 02197
PRG02198,프로그램 02198,2024-01-09,2025-12-23,171,Y,교육과정 설명 02198
PRG02199,프로그램 02199,2024-01-10,2026-03-10,172,Y,교육과정 설명 02199
PRG02200,프로그램 02200,2024-01-11,2025-12-21,173,N,교육과정 설명 02200
PRG02201,프로그램 02201,2024-01-12,2026-03-12,174,Y,교육과정 설명 02201
PRG02202,프로그램 02202,2024-01-13,2025-12-19,175,Y,교육과정 설명 02202
PRG02203,프로그램 02203,2024-01-14,2026-03-14,176,Y,교육과정 설명 02203
PRG02204,프로그램 02204,2024-01-15,2025-12-17,177,Y,교육과정 설명 02204
PRG02205,프로그램 02205,2024-01-16,2026-03-16,178,N,교육과정 설명 02205
PRG02206,프로그램 02206,2024-01-17,2025-12-15,179,Y,교육과정 설명 02206
PRG02207,프로그램 02207,2024-01-18,2026-03-18,180,Y,교육과정 설명 02207
PRG02208,프로그램 02208,2024-01-19,2025-12-13,181,Y,교육과정 설명 02208
PRG02209,프로그램 02209,2024-01-20,2026-03-20,182,Y,교육과정 설명 02209
PRG02210,프로그램 02210,2024-01-21,2025-12-11,183,N,교육과정 설명 02210
PRG02211,프로그램 02211,2024-01-22,2026-03-22,184,Y,교육과정 설명 02211
PRG02212,프로그램 02212,2024-01-23,2025-12-09,185,Y,교육과정 설명 02212
PRG02213,프로그램 02213,2024-01-24,2026-03-24,186,Y,교육과정 설명 02213
PRG02214,프로그램 02214,2024-01-25,2025-12-07,187,Y,교육과정 설명 02214
PRG02215,프로그램 02215,2024-01-26,2026-03-26,188,N,교육과정 설명 02215
PRG02216,프로그램 02216,2024-01-27,2025-12-05,189,Y,교육과정 설명 02216
PRG02217,프로그램 02217,2024-01-28,2026-03-28,190,Y,교육과정 설명 02217
PRG02218,프로그램 02218,2024-01-29,2025-12-03,191,Y,교육과정 설명 02218
PRG02219,프로그램 02219,2024-01-30,2026-03-30,192,Y,교육과정 설명 02219
PRG02220,프로그램 02220,2024-01-31,2025-12-01,193,N,교육과정 설명 02220
PRG02221,프로그램 02221,2024-02-01,2026-04-01,194,Y,교육과정 설명 02221
PRG02222,프로그램 02222,2024-02-02,2025-11-29,195,Y,교육과정 설명 02222
PRG02223,프로그램 02223,2024-02-03,2026-04-03,196,Y,교육과정 설명 02223
PRG02224,프로그램 02224,2024-02-04,2025-11-27,197,Y,교육과정 설명 02224
PRG02225,프로그램 02225,2024-02-05,2026-04-05,198,N,교육과정 설명 02225
PRG02226,프로그램 02226,2024-02-06,2025-11-25,199,Y,교육과정 설명 02226
PRG02227,프로그램 02227,2024-02-07,2026-04-07,200,Y,교육과정 설명 02227
PRG02228,프로그램 02228,2024-02-08,2025-11-23,201,Y,교육과정 설명 02228
PRG02229,프로그램 02229,2024-02-09,2026-04-09,202,Y,교육과정 설명 02229
PRG02230,프로그램 02230,2024-02-10,2025-11-21,203,N,교육과정 설명 02230
PRG02231,프로그램 02231,2024-02-11,2026-04-11,204,Y,교육과정 설명 02231
PRG02232,프로그램 02232,2024-02-12,2025-11-19,205,Y,교육과정 설명 02232
PRG02233,프로그램 02233,2024-02-13,2026-04-13,206,Y,교육과정 설명 02233
PRG02234,프로그램 02234,2024-02-14,2025-11-17,207,Y,교육과정 설명 02234
PRG02235,프로그램 02235,2024-02-15,2026-04-15,208,N,교육과정 설명 02235
PRG02236,프로그램 02236,2024-02-16,2025-11-15,209,Y,교육과정 설명 02236
PRG02237,프로그램 02237,2024-02-17,2026-04-17,210,Y,교육과정 설명 02237
PRG02238,프로그램 02238,2024-02-18,2025-11-13,211,Y,교육과정 설명 02238
PRG02239,프로그램 02239,2024-02-19,2026-04-19,212,Y,교육과정 설명 02239
PRG02240,프로그램 02240,2024-02-20,2025-11-11,213,N,교육과정 설명 02240
PRG02241,프로그램 02241,2024-02-21,2026-04-21,214,Y,교육과정 설명 02241
PRG02242,프로그램 02242,2024-02-22,2025-11-09,215,Y,교육과정 설명 02242
PRG02243,프로그램 02243,2024-02-23,2026-04-23,216,Y,교육과정 설명 02243
PRG02244,프로그램 02244,2024-02-24,2025-11-07,217,Y,교육과정 설명 02244
PRG02245,프로그램 02245,2024-02-25,2026-04-25,218,N,교육과정 설명 02245
PRG02246,프로그램 02246,2024-02-26,2025-11-05,219,Y,교육과정 설명 02246
PRG02247,프로그램 02247,2024-02-27,2026-04-27,220,Y,교육과정 설명 02247
PRG02248,프로그램 02248,2024-02-28,2025-11-03,221,Y,교육과정 설명 02248
PRG02249,프로그램 02249,2024-02-29,2026-04-29,222,Y,교육과정 설명 02249
PRG02250,프로그램 02250,2024-03-01,2025-11-01,223,N,교육과정 설명 02250
PRG02251,프로그램 02251,2024-03-02,2026-05-01,224,Y,교육과정 설명 02251
PRG02252,프로그램 02252,2024-03-03,2025-10-30,225,Y,교육과정 설명 02252
PRG02253,프로그램 02253,2024-03-04,2026-05-03,226,Y,교육과정 설명 02253
PRG02254,프로그램 02254,2024-03-05,2025-10-28,227,Y,교육과정 설명 02254
PRG02255,프로그램 02255,2024-03-06,2026-05-05,228,N,교육과정 설명 02255
PRG02256,프로그램 02256,2024-03-07,2025-10-26,229,Y,교육과정 설명 02256
PRG02257,프로그램 02257,2024-03-08,2026-05-07,230,Y,교육과정 설명 02257
PRG02258,프로그램 02258,2024-03-09,2025-10-24,231,Y,교육과정 설명 02258
PRG02259,프로그램 02259,2024-03-10,2026-05-09,232,Y,교육과정 설명 02259
PRG02260,프로그램 02260,2024-03-11,2025-10-22,233,N,교육과정 설명 02260
PRG02261,프로그램 02261,2024-03-12,2026-05-11,234,Y,교육과정 설명 02261
PRG02262,프로그램 02262,2024-03-13,2025-10-20,235,Y,교육과정 설명 02262
PRG02263,프로그램 02263,2024-03-14,2026-05-13,236,Y,교육과정 설명 02263
PRG02264,프로그램 02264,2024-03-15,2025-10-18,237,Y,교육과정 설명 02264
PRG02265,프로그램 02265,2024-03-16,2026-05-15,238,N,교육과정 설명 02265
PRG02266,프로그램 02266,2024-03-17,2025-10-16,239,Y,교육과정 설명 02266
PRG02267,프로그램 02267,2024-03-18,2026-05-17,240,Y,교육과정 설명 02267
PRG02268,프로그램 02268,2024-03-19,2025-10-14,241,Y,교육과정 설명 02268
PRG02269,프로그램 02269,2024-03-20,2026-05-19,242,Y,교육과정 설명 02269
PRG02270,프로그램 02270,2024-03-21,2025-10-12,243,N,교육과정 설명 02270
PRG02271,프로그램 02271,2024-03-22,2026-05-21,244,Y,교육과정 설명 02271
PRG02272,프로그램 02272,2024-03-23,2025-10-10,245,Y,교육과정 설명 02272
PRG02273,프로그램 02273,2024-03-24,2026-05-23,246,Y,교육과정 설명 02273
PRG02274,프로그램 02274,2024-03-25,2025-10-08,247,Y,교육과정 설명 02274
PRG02275,프로그램 02275,2024-03-26,2026-05-25,248,N,교육과정 설명 02275
PRG02276,프로그램 02276,2024-03-27,2025-10-06,249,Y,교육과정 설명 02276
PRG02277,프로그램 02277,2024-03-28,2026-05-27,250,Y,교육과정 설명 02277
PRG02278,프로그램 02278,2024-03-29,2025-10-04,251,Y,교육과정 설명 02278
PRG02279,프로그램 02279,2024-03-30,2026-05-29,252,Y,교육과정 설명 02279
PRG02280,프로그램 02280,2024-03-31,2025-10-02,253,N,교육과정 설명 02280
PRG02281,프로그램 02281,2024-04-01,2026-05-31,254,Y,교육과정 설명 02281
PRG02282,프로그램 02282,2024-04-02,2025-09-30,255,Y,교육과정 설명 02282
PRG02283,프로그램 02283,2024-04-03,2026-06-02,256,Y,교육과정 설명 02283
PRG02284,프로그램 02284,2024-04-04,2025-09-28,257,Y,교육과정 설명 02284
PRG02285,프로그램 02285,2024-04-05,2026-06-04,258,N,교육과정 설명 02285
PRG02286,프로그램 02286,2024-04-06,2025-09-26,259,Y,교육과정 설명 02286
PRG02287,프로그램 02287,2024-04-07,2026-06-06,260,Y,교육과정 설명 02287
PRG02288,프로그램 02288,2024-04-08,2025-09-24,261,Y,교육과정 설명 02288
PRG02289,프로그램 02289,2024-04-09,2026-06-08,262,Y,교육과정 설명 02289
PRG02290,프로그램 02290,2024-04-10,2025-09-22,263,N,교육과정 설명 02290
PRG02291,프로그램 02291,2024-04-11,2026-06-10,264,Y,교육과정 설명 02291
PRG02292,프로그램 02292,2024-04-12,2025-09-20,265,Y,교육과정 설명 02292
PRG02293,프로그램 02293,2024-04-13,2026-06-12,266,Y,교육과정 설명 02293
PRG02294,프로그램 02294,2024-04-14,2025-09-18,267,Y,교육과정 설명 02294
PRG02295,프로그램 02295,2024-04-15,2026-06-14,268,N,교육과정 설명 02295
PRG02296,프로그램 02296,2024-04-16,2025-09-16,269,Y,교육과정 설명 02296
PRG02297,프로그램 02297,2024-04-17,2026-06-16,270,Y,교육과정 설명 02297
